date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:13:27	563/563	---M--	200	added ('OK')	image/svg+xml	etag:%22233-5fcd683bdacc0%22	https://caketheme.com/html/mojuri/assets/img/remove-dark.svg	E:/jwellery/caketheme.com/html/mojuri/assets/img/remove-dark.svg	(from https://caketheme.com/html/mojuri/assets/css/app.css)
12:13:27	1227/1227	---M--	200	added ('OK')	image/svg+xml	etag:%224cb-5fcd683ae6a80%22	https://caketheme.com/html/mojuri/assets/img/checkbox-dark.svg	E:/jwellery/caketheme.com/html/mojuri/assets/img/checkbox-dark.svg	(from https://caketheme.com/html/mojuri/assets/css/app.css)
12:13:27	387749/387749	---M--	200	added ('OK')	image/jpeg	etag:%225eaa5-5fcd6862006c0%22	https://caketheme.com/html/mojuri/media/banner/parallax-bg-4.jpg	E:/jwellery/caketheme.com/html/mojuri/media/banner/parallax-bg-4.jpg	(from https://caketheme.com/html/mojuri/assets/css/app.css)
12:13:27	2532/2532	---M-Z	200	added ('OK')	text/css	etag:%229e4-5fcd6877efa80-gzip%22	https://caketheme.com/html/mojuri/libs/slider/css/jslider.css	E:/jwellery/caketheme.com/html/mojuri/libs/slider/css/jslider.css	(from https://caketheme.com/html/mojuri/shop-grid-left.html)
12:13:28	5333/5333	---M--	200	added ('OK')	image/png	etag:%2214d5-5fcd6828c7fc0%22	https://caketheme.com/html/mojuri/media/logo.png	E:/jwellery/caketheme.com/html/mojuri/media/logo.png	(from https://caketheme.com/html/mojuri/shop-grid-left.html)
12:13:28	15188/15188	---M--	200	added ('OK')	image/jpeg	etag:%223b54-5fcd684df9780%22	https://caketheme.com/html/mojuri/media/product/5.jpg	E:/jwellery/caketheme.com/html/mojuri/media/product/5.jpg	(from https://caketheme.com/html/mojuri/shop-grid-left.html)
12:13:28	14137/14137	---M--	200	added ('OK')	image/jpeg	etag:%223739-5fcd6850d5e40%22	https://caketheme.com/html/mojuri/media/product/5-2.jpg	E:/jwellery/caketheme.com/html/mojuri/media/product/5-2.jpg	(from https://caketheme.com/html/mojuri/shop-grid-left.html)
12:13:29	22746/22746	---M--	200	added ('OK')	image/jpeg	etag:%2258da-5fcd684fe1c00%22	https://caketheme.com/html/mojuri/media/product/6.jpg	E:/jwellery/caketheme.com/html/mojuri/media/product/6.jpg	(from https://caketheme.com/html/mojuri/shop-grid-left.html)
12:13:29	13332/13332	---M--	200	added ('OK')	image/jpeg	etag:%223414-5fcd684d05540%22	https://caketheme.com/html/mojuri/media/product/6-2.jpg	E:/jwellery/caketheme.com/html/mojuri/media/product/6-2.jpg	(from https://caketheme.com/html/mojuri/shop-grid-left.html)
12:13:29	34047/34047	---M--	200	added ('OK')	image/jpeg	etag:%2284ff-5fcd684eed9c0%22	https://caketheme.com/html/mojuri/media/product/7.jpg	E:/jwellery/caketheme.com/html/mojuri/media/product/7.jpg	(from https://caketheme.com/html/mojuri/shop-grid-left.html)
12:13:29	34232/34232	---M--	200	added ('OK')	image/jpeg	etag:%2285b8-5fcd6851ca080%22	https://caketheme.com/html/mojuri/media/product/7-2.jpg	E:/jwellery/caketheme.com/html/mojuri/media/product/7-2.jpg	(from https://caketheme.com/html/mojuri/shop-grid-left.html)
12:13:29	31210/31210	---M--	200	added ('OK')	image/jpeg	etag:%2279ea-5fcd684840a00%22	https://caketheme.com/html/mojuri/media/product/8.jpg	E:/jwellery/caketheme.com/html/mojuri/media/product/8.jpg	(from https://caketheme.com/html/mojuri/shop-grid-left.html)
12:13:30	30690/30690	---M--	200	added ('OK')	image/jpeg	etag:%2277e2-5fcd684a28e80%22	https://caketheme.com/html/mojuri/media/product/8-2.jpg	E:/jwellery/caketheme.com/html/mojuri/media/product/8-2.jpg	(from https://caketheme.com/html/mojuri/shop-grid-left.html)
12:13:30	11947/11947	---M--	200	added ('OK')	image/jpeg	etag:%222eab-5fcd684934c40%22	https://caketheme.com/html/mojuri/media/product/9.jpg	E:/jwellery/caketheme.com/html/mojuri/media/product/9.jpg	(from https://caketheme.com/html/mojuri/shop-grid-left.html)
12:13:30	17426/17426	---M--	200	added ('OK')	image/jpeg	etag:%224412-5fcd684658580%22	https://caketheme.com/html/mojuri/media/product/9-2.jpg	E:/jwellery/caketheme.com/html/mojuri/media/product/9-2.jpg	(from https://caketheme.com/html/mojuri/shop-grid-left.html)
12:13:30	1195/1195	---M-Z	200	added ('OK')	application/javascript	etag:%224ab-5fcd6879d7f00-gzip%22	https://caketheme.com/html/mojuri/libs/slider/js/tmpl.js	E:/jwellery/caketheme.com/html/mojuri/libs/slider/js/tmpl.js	(from https://caketheme.com/html/mojuri/shop-grid-left.html)
12:13:31	1412/1412	---M-Z	200	added ('OK')	application/javascript	etag:%22584-5fcd6879d7f00-gzip%22	https://caketheme.com/html/mojuri/libs/slider/js/jquery.dependClass-0.1.js	E:/jwellery/caketheme.com/html/mojuri/libs/slider/js/jquery.dependClass-0.1.js	(from https://caketheme.com/html/mojuri/shop-grid-left.html)
